sentimen,tweet,tweet_clean
negatif,"Iya neh, bpk sprtnya kurang sehat. Terlihat dr raut wajah.. Kan keterlaluan gubernurnya masak sampe biarin anak kagak makan, kerjaan nye ape tuh. Pencitraan mlulu. Dibayar rakyat neh.. Jgn makan gaji buta.",iya neh bpk sprtnya kurang sehat raut wajah gubernur masak sampe biarin anak kagak makan kerja nye ape tuh citra mlulu bayar rakyat neh jgn makan gaji buta
negatif,Ini obrolan ngalor ngidul gak jelas blas. Apa urusannya Mobile Legends sama ekonomi nasional?   Mengada ada kejauhan banget bicara industri kreatif - seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar?   Lalu yg dijual Pak Jokowi semalem itu apa?  https://twitter.com/SilasSihot/status/1117317575795306497Â â€¦,obrol ngalor ngidul nggak blas urus mobile legends ekonomi nasional ada jauh banget bicara industri kreatif kreasi nilai ekonomi ekspor jual jokowi semalem
negatif,"@nahdlatululama Heran , prabowo bilang mau mau tingkatkan penerimaan pajak , kok sandi bilang akan menghapus pajak dr pengusaha kecil .. ini kok bertolak belakang kebijakan nya ? Coba deh dengar ulang debat nya masalah pajak itu.",@nahdlatululama heran prabowo bilang tingkat terima pajak sandi bilang hapus pajak usaha tolak bijak coba deh dengar ulang debat pajak
netral,"Jika Jadi Presiden-Wapres, Gaji Prabowo-Sandi untuk Negara  http://dlvr.it/R2n0y6Â  pic.twitter.com/0le8yEzDDh",presiden wapres gaji prabowo sandi negara pic twitter com 0le8yezddh
positif,"Yup, nah kalo gini diskusinya enak ya. Tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya. Misal, target pemerataan pembangunan d luar pulau Jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana.",yup kalo gin diskusi enak ya tambah tidak ukur ttp kualitas tingkat prioritas target perata bangun d pulau jawa mgkn mjd prior perintah tumbuh bibit2 tumbuh ekonomi
negatif,"Pak wowo sukanya asbun ya..istilah jowo..Waton njeplak kalo ngomong. Ada 16 paket kebijakan ekonomi di era pak Jokowi. Ini Pak wowo sering sekali ambil rujukan masa orde baru sih. Makanya presiden SBY dll dianggap salah urus negara jua,asal main serang aja..@hariadhi @wangdendo pic.twitter.com/osCiDRlo96",wowo suka asbun ya istilah jowo waton njeplak kalo ngomong paket bijak ekonomi era jokowi wowo sekali ambil rujuk orde sih presiden sby dll anggap salah urus negara jua main serang @hariadhi @wangdendo pic twitter com oscidrlo96
positif,"Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,",mertua guru honorer abdi smp sma gaji paling 450rb ikhlas saking suka sekali profesi anak bungsu rela momong tetangga moga setlh @prabowo jd presiden lbh santun guru honorer
positif,"Infrastruktur Bukan untuk Dimakan, Tetapi untuk Kedaulatan Pangan, Mikir! tujuan pembangunan infrastruktur seperti jalan tol,  pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian https://twitter.com/jokowi/status/1117317174572359680?s=19Â â€¦",infrastruktur bukan makan daulat pangan mikir tuju bangun infrastruktur jalan tol labuh bandara konektivitas masyarakat cepat roda ekonomi
positif,Jika @prabowo @sandiuno terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat  Masya Allah   #2019GantiPresiden #TPSTusukPrabowoSandi #17AprilCoblosPrabowoSandi https://twitter.com/sandiuno/status/1117085176545157121Â â€¦,@prabowo @sandiuno pilih presiden ri gaji tidak ambil serah penting rakyat masya allah #2019gantipresiden #tpstusukprabowosandi #17aprilcoblosprabowosandi
negatif,Logika berpikir Andre jeblok !. Apa krn caleg DKI lantas gak tahu keadaan di lapangan ? Mikirnya cm bisa selangkah ! Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah. Sama sj membunuh pabrikan. Mau disubsidi ? Mikir gak klo keuangan negara cukup atau tidak ?,logika pikir andre jeblok caleg dki lantas nggak lapang mikirnya cm selang ekonomi dunia serba sulit msh ngotot harga pupuk murah sj bunuh pabrikan subsidi mikir nggak klo uang negara tidak
positif,#JokowiMenangTotalDebat Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya.,#jokowimenangtotaldebat program jokowi sangat pro rakyat karto sembako beli harga murah tingkat sejahtera keluarga
netral,"Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦",selfy motret analis politik ekonomi jokowi kritik bijak
positif,Komitmen inilah yg ditakuti si Jae.   #17AprilPilihPrabowoSandi Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji    https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,komitmen takut si jae #17aprilpilihprabowosandi prabowo sandi komitmen pilih kepala negara tidak ambil gaji
netral,#JokowiMenangTotalDebat. Jokowi fokuskan APBN & APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat. #01ndonesiaMaju,#jokowimenangtotaldebat jokowi fokus apbn apbd fokus belanja2 produktif dorong ekonomi rakyat #01ndonesiamaju
positif,Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan ðŸ˜‚,lebih tidak ambil gaji makan uang rakyat yah bong jual beli jabat
netral,"Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦",tidak cek harga jokowi baik pasar #2019jokowikyaimaruf #jokowikhmarufunggulankita #derindipro2fm #interbar a
positif,"#JokowiMenangTotalDebat Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri, pariwisata dan barangâ€ kerajinan. Untuk memperjuangkan ekonomi Indonesia.",#jokowimenangtotaldebat perata bangun jokowi bukti jokowi maju kawasan ekonomu sus industri pariwisata barang rajin juang ekonomi indonesia
negatif,"Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan.",segmen debat ekonomi syariah kemarin sangat tidak bobot jokowi bikin halal park gbk uno singgung indonesia salah impor produk halal besar hello produk halal dasar ya produk tidak haram
netral,"@SandiUno @Prabowo @MardaniAliSera @FadliZon Pak prabowo membalikkan pertanyaan pak jokowi tadi, dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan. Memang dunia digital sedang hype jaman ini, namun persoalan mendasar negeri har",@sandiuno @prabowo @mardanialisera @fadlizon prabowo balik jokowi singgung sektor ekonomi lapang kerja fokus dunia digital hype jaman dasar negeri har
netral,"Prabowo Sebut Garuda Sulit Untung, TKN: Pengaruh Harga Avtur  https://bisnis.tempo.co/read/1195592/prabowo-sebut-garuda-sulit-untung-tkn-pengaruh-harga-avtur?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",prabowo garuda sulit untung tkn pengaruh harga avtur
netral,#JokowiMenangTotalDebat Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir. Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan.,#jokowimenangtotaldebat lugas jokowi visi misi debat jokowi tegas kembali watak asli indonesia tidak tumpu ekonomi perata bangun
netral,Prabowo-Sandi Janji tak Ambil Gaji Jika Terpilih ,prabowo sandi janji tak ambil gaji pilih
negatif,"Hua..ha..ha..SKAK MAT @prabowo @sandiuno ,menghalalkan segala cara untuk rebut kekuasan, udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan..#dasarkampretgila @Ayaniulva @Iwanpiliang7 @musniumar @hnurwahid @SayapGaruda08 @rizalkuddah https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦",hua ha ha skak mat @prabowo @sandiuno halal rebut kuas udah gitu rengek rengek spy dpt kuas dng dalih nggak ambil gaji ambil tunjang #dasarkampretgila @ayaniulva @iwanpiliang7 @musniumar @hnurwahid @sayapgaruda08 @rizalkuddah
netral,menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY,tuding sby balik salah ekonomi indonesia @jokowi @ teguh #prabowosalahkansby
positif,Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459,tumbuh ekonomi imbang perata jokowi sekali pic twitter com sgv0izr459
netral,Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,prabowo sandi komitmen pilih kepala negara tidak ambil gaji
netral,"Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..",pimpin negara tidak gaji paus fransiskus vatikan donald trump usa april tiga prabowo sandi satu2 asia
negatif,"Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?",emg nyuruh makan aspal trus sby gaji guru honorer d naik prabowo pdhal peran tani tani buruh tani guru nyediain beras bahan makan tani klw tani nggak sejahtera ngambek gmw nanam gmna km ta
positif,"70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi .",merdeka harga bbm papua bikin ya jokowi lawan mafia ku jokowi
netral,"Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr",bicara tumbuh ekonomi capres nomor urut jokowi kait perata tak fokus infrastruktur pulau jawa simak sesuai nyata #cekfaktacnn #cnnindonesia pic twitter com lkx8kbozyr
negatif,"Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah",kartu2 tawar jokowi rakyat tidak nasib karyawan gaji umr atas umr dikit anggap masyarakat tidak bantu duduk produktif @sandiuno @dahnilanzar @fahrihamzah
positif,"Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦",jokowi unggul bidang ekonomi kalo hukum payah
negatif,TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.,teori mabok prabowo sandi pangan murah tani makmur gmn kalo murah harga beli tani murah gmn tani makmur makmur ala gerombol ngibul
netral,"Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦",debat final pilpres jokowi ulas perata ekonomi
netral,"Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦",debat pilpres pilih prabowo sandi tak ambil gaji
positif,"Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah.",mari harga raya pesta demokrasi penuh suka cita prabowo menang ya alhamdulillah jokowi kalah alhamdulillah
positif,Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88,jokowi harga mati rakyak suka karna orang n pilih n mna buruk dsto orang bawa depan dngan negara salam periode dri zaenal arip88
negatif,"Harga pangan murah, catering murah, tusuk prabowo sandi haha",harga pangan murah catering murah tusuk prabowo sandi haha
negatif,"Apaaaaa????? Gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas",apaaa gaji rakyat mata kwi gaji karyawan kiani kertas tanjung redeb rau nggak
positif,"mmng lah luar biasa pendukung 02, presiden RI kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi",mmng dukung presiden ri kl dlm negeri hina sdngkan orng negeri bnr bs harga presiden jokowi
netral,"Sebut Kebijakan Ekonomi Salah Arah, Prabowo Protes Gencarnya PembangunanÂ Infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/Â â€¦ pic.twitter.com/X5pdIyxCKQ",bijak ekonomi salah arah prabowo protes gencar bangun infrastruktur pic twitter com x5pdiyxckq
netral,"#PrabowoSalahkanSBY menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2",#prabowosalahkansby menayalahkan bowo sebut kondisi ekonomi indonesia salah arah salah presiden presiden jokowi @jokowi @riofebriant2
netral,"Prabowo Mau Naikkan Tax Ratio 16%, Jokowi: Nanti Shock Ekonomi,Â Pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/Â â€¦ pic.twitter.com/E3Y4TPI1n9",prabowo naik tax ratio jokowi shock ekonomi pic twitter com e3y4tpi1n9
positif,"Pak @prabowo dan Bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""Gaji mah kecil, tunjangannya gede!"" ""Sedekah kok dipamerin!"" ""Kampanye bawa2 agama!"" ""Amal gak diterima kalo pamer!"" Duh Gusti, gini amat hatred nya yak ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ #YourTurnBro",@prabowo bang @sandiuno niat nggak ambil gaji kalo pilih nyinyir langsung nararongol gaji mah tunjang gede sedekah dipamerin kampanye bawa2 agama amal nggak terima kalo pamer duh gusti gin amat hatred yak #yourturnbro
positif,"Sebuah closing statement yg mantap, Prabowo Subianto-Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. Masyaa Allah.., mereka berhati mulia, menjadi Presiden dan Wakil Presiden bukan utk mencari dunia. Ya Allah.., Ridhoilah mereka berdua  pic.twitter.com/L1SPk4sWu2",closing statement mantap prabowo subianto sandiaga uno sumbang gaji maslahat rakyat kaum dhuafa masyaa allah hati mulia presiden wakil presiden bukan cari dunia ya allah ridhoilah dua pic twitter com l1spk4swu2
netral,"Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦",pilih prabowo sandi tak ambil gaji insya allah prabowo sandi tepat janji
negatif,iya ga ambil gaji kan yg menang pak @jokowi ðŸ™ðŸ™,iya nggak ambil gaji menang @jokowi
positif,Setelah di lantik Prabowo-Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji..#YourTurnBro,lantik prabowo sandi macan asia tidak pimpin asia tidak gaji #yourturnbro
positif,"Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦",klo jokowi butuh gaji nafkah kluarga jokowi haram utak atik apbn gratif dlsb beda bosan ktnya nggak gaji sdikit lantas ngeruk darimana kpk hrs kerja keras klo gitu #jokowilagi deh
negatif,Terimakasih pak @jokowi 4.5thn ini bapak sudah mampu membuat perekonomian Indonesia MEROKET sampai langit ke7. Malah sekrg roketnya gk balik,terimakasih @jokowi 5thn ekonomi indonesia roket langit ke7 sekrg roket nggak
netral,"Pak @jokowi menwarkan Program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/Â â€¦ #JokowiMenangTotalDebat",@jokowi menwarkan program bina ekonomi keluarga sejahtera mekaar bina modal nasional madani pnm luncur naik sejahtera warga rumah tangga tingkat lebih #jokowimenangtotaldebat
netral,"Indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia. Sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita, kata Jokowi di Gelora Bung Karno (GBK), Jakarta, Sabtu (13/4/2019).",indonesia negara ekonomi kuat empat dunia langkah hadap rintang jokowi gelora karno gbk jakarta sabtu
negatif,"pertumbuhan ekonomi di masa pak @jokowi masih di angka 5% masih belum bisa menyaingi pak sby, dari pihak prabowo ternyata benar , kita masih banyak impor daripada ekspor :/ #bimbangmemilih https://ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaÂ â€¦",tumbuh ekonomi @jokowi angka belum saing sby prabowo impor ekspor #bimbangmemilih
netral,"Bukan Jokowi, Prabowo Sebut Ekonomi Salah Arah Karena Presiden-Presiden Sebelumnya  https://bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/Â â€¦ pic.twitter.com/RJvIfP1O9p",bukan jokowi prabowo ekonomi salah arah presiden presiden pic twitter com rjvifp1o9p
netral,"Terkait Penyataan Prabowo, AHY Minta Tetap Hargai Pemimpin   Sebelumnya  https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-SebelumnyaÂ â€¦  https://twitter.com/share?text=Terkait%20Penyataan%20Prabowo,%20AHY%20Minta%20Tetap%20Hargai%20Pemimpin%20%20%20Sebelumnya%20 https://otonominews.co.id/read/7611/Terkait-Penyataan-Prabowo-AHY-Minta-Tetap-Hargai-Pemimpin-Sebelumnya%20&hashtags=CalonPresidenNomorUrut02,PrabowoSubianto,AHY,AgusHarimurtiYudhoyono,PernyataanSikap,DebatKelima,DeindustrialidsasiÂ â€¦ #CalonPresidenNomorUrut02 #PrabowoSubianto #AHY #AgusHarimurtiYudhoyono #PernyataanSikap #DebatKelima #Deindustrialidsasi",kait nyata prabowo ahy harga pimpin #calonpresidennomorurut02 #prabowosubianto #ahy #agusharimurtiyudhoyono #pernyataansikap #debatkelima #deindustrialidsasi
